GCF_000007845.1	198094	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group, Bacillus anthracis str. Ames
GCF_000344785.1	1121353	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium, Corynebacterium callunae DSM 20147
GCF_000024505.1	574556	Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Anaplasma, Anaplasma centrale str. Israel
GCF_001420915.1	680279	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Agarivorans gilvus
GCF_000299095.1	859653	Bacteria, Proteobacteria, Alphaproteobacteria, Pelagibacterales, Pelagibacteraceae, alpha proteobacterium HIMB5
GCF_000009965.1	69014	Archaea, Euryarchaeota, Thermococci, Thermococcales, Thermococcaceae, Thermococcus, Thermococcus kodakarensis KOD1
GCF_000831645.3	1074467	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus heilongjiangensis
GCF_001477625.1	1768242	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiales genera incertae sedis, Paucibacter, Paucibacter sp. KCTC 42545
GCF_001597285.1	43263	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas alcaligenes
GCF_000025865.1	547558	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanohalophilus, Methanohalophilus mahii DSM 5219
GCF_000007125.1	224914	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella, Brucella melitensis, Brucella melitensis bv. 1 str. 16M
GCF_000007985.2	243231	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, Geobacter sulfurreducens PCA
GCF_000817955.1	345632	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter pickeringii
GCF_000092425.1	649638	Bacteria, Terrabacteria group, Deinococcus-Thermus, Deinococci, Deinococcales, Trueperaceae, Truepera, Truepera radiovictrix DSM 17093
GCF_000093025.1	666681	Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Methylophilaceae, Methylotenera, Methylotenera versatilis 301
GCF_000008685.2	224326	Bacteria, Spirochaetes, Spirochaetia, Spirochaetales, Borreliaceae, Borreliella, Borreliella burgdorferi B31
GCF_000246855.1	700598	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Chitinophagia, Chitinophagales, Chitinophagaceae, Niastella, Niastella koreensis GR20-10
GCF_000816845.1	1418105	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Rhizobium, Rhizobium gallicum, Rhizobium gallicum bv. gallicum R602
GCF_001420855.1	1428	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus thuringiensis
GCF_000940995.1	658445	Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Photobacterium, Photobacterium gaetbulicola Gung47
GCF_000403645.1	1333523	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Salinarchaeum, Salinarchaeum sp. Harcht-Bsk1
GCF_000007905.1	235279	Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, Helicobacter hepaticus ATCC 51449
GCF_000009825.1	66692	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus clausii KSM-K16
GCF_000006725.1	160492	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xylella, Xylella fastidiosa 9a5c
GCF_000007325.1	190304	Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Fusobacteriaceae, Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. nucleatum ATCC 25586
GCF_000183345.1	685038	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli, Escherichia coli O83:H1 str. NRG 857C
GCF_000725365.1	586416	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Terribacillus aidingensis
GCF_001705175.1	986	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium johnsoniae
GCF_000739085.1	1068978	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Amycolatopsis, Amycolatopsis methanolica 239
GCF_000008605.1	243276	Bacteria, Spirochaetes, Spirochaetia, Spirochaetales, Spirochaetaceae, Treponema, Treponema pallidum, Treponema pallidum subsp. pallidum str. Nichols
GCF_000248095.2	1130798	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus mucosae LM1
GCF_000300005.1	930169	Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Alcanivoracaceae, Alcanivorax, Alcanivorax dieselolei B5
GCF_000444995.1	1367847	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, Paracoccus aminophilus JCM 7686
GCF_000093165.1	600809	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Blattabacteriaceae, Blattabacterium, unclassified Blattabacterium, Blattabacterium sp. (Periplaneta americana) str. BPLAN
GCF_000092565.1	189518	Bacteria, Spirochaetes, Spirochaetia, Leptospirales, Leptospiraceae, Leptospira, Leptospira interrogans, Leptospira interrogans serovar Lai str. 56601
GCF_000511355.1	999552	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Leisingera, Leisingera methylohalidivorans DSM 14336
GCF_000213255.1	697281	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family IV. Incertae Sedis, Mahella, Mahella australiensis 50-1 BON
GCF_000025305.1	591001	Bacteria, Terrabacteria group, Firmicutes, Negativicutes, Acidaminococcales, Acidaminococcaceae, Acidaminococcus, Acidaminococcus fermentans DSM 20731
GCF_000152825.2	314260	Bacteria, Proteobacteria, Alphaproteobacteria, Parvularculales, Parvularculaceae, Parvularcula, Parvularcula bermudensis HTCC2503
GCF_001411495.1	983594	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex, Burkholderia cepacia ATCC 25416
GCF_000015885.1	416269	Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Actinobacillus, Actinobacillus pleuropneumoniae, Actinobacillus pleuropneumoniae serovar 5b str. L20
GCF_000008545.1	243274	Bacteria, Thermotogae, Thermotogae, Thermotogales, Thermotogaceae, Thermotoga, Thermotoga maritima MSB8
GCF_000287355.1	134287	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacteriaceae incertae sedis, ant, tsetse, mealybug, aphid, etc. endosymbionts, secondary endosymbiont of Heteropsylla cubana
GCF_000009145.1	228410	Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Nitrosomonadaceae, Nitrosomonas, Nitrosomonas europaea ATCC 19718
GCF_000163895.2	546269	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptostreptococcaceae, Filifactor, Filifactor alocis ATCC 35896
GCF_000006175.1	456320	Archaea, Euryarchaeota, Methanomada group, Methanococci, Methanococcales, Methanococcaceae, Methanococcus, Methanococcus voltae A3
GCF_000025925.1	264731	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, Prevotella ruminicola 23
GCF_000477435.1	946483	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Candidatus Symbiobacter, Candidatus Symbiobacter mobilis CR
GCF_001402875.1	1079	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Blastochloris viridis
GCF_000953635.1	451	Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Tatlockia micdadei
GCF_000590475.1	316	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas stutzeri group, Pseudomonas stutzeri
GCF_001010805.1	1620392	Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Spongiibacteraceae, Spongiibacter, Spongiibacter sp. IMCC21906
GCF_000012645.1	74546	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Prochloraceae, Prochlorococcus, Prochlorococcus marinus str. MIT 9312
GCF_001305595.1	528244	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum thiophilum
GCF_000767055.1	558173	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium, Corynebacterium doosanense CAU 212 = DSM 45436
GCF_000442645.1	1224163	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium, Corynebacterium maris DSM 45190
GCF_001787335.1	153496	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Kozakia baliensis
GCF_000341345.1	1121362	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium, Corynebacterium halotolerans YIM 70093 = DSM 44683
GCF_000316515.1	292564	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Cyanobium, Cyanobium gracile PCC 6307
GCF_000013865.1	296591	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Polaromonas, Polaromonas sp. JS666
GCF_001686985.1	1082933	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium, Mesorhizobium amorphae CCNWGS0123
GCF_000148385.1	572478	Archaea, TACK group, Crenarchaeota, Thermoprotei, Thermoproteales, Thermoproteaceae, Vulcanisaeta, Vulcanisaeta distributa DSM 14429
GCF_000011065.1	226186	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, Bacteroides thetaiotaomicron VPI-5482
GCF_000011905.1	243164	Bacteria, Terrabacteria group, Chloroflexi, Dehalococcoidia, Dehalococcoidales, Dehalococcoidaceae, Dehalococcoides, Dehalococcoides mccartyi 195
GCF_001655245.1	1354275	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycolicibacterium, Mycolicibacterium vaccae 95051
GCF_000020685.1	546414	Bacteria, Terrabacteria group, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus, Deinococcus deserti VCD115
GCF_000021285.1	484019	Bacteria, Thermotogae, Thermotogae, Thermotogales, Fervidobacteriaceae, Thermosipho, Thermosipho africanus TCF52B
GCF_000012505.1	316279	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus sp. CC9902
GCF_000803645.1	1515612	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis fribergensis
GCF_000013105.1	264732	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacteraceae, Moorella group, Moorella, Moorella thermoacetica ATCC 39073
GCF_000764535.1	1549858	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas taxi
GCF_000011325.1	196627	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium, Corynebacterium glutamicum ATCC 13032
GCF_002214645.1	1546149	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Diaphorobacter polyhydroxybutyrativorans
GCF_001593245.1	654	Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas veronii
GCF_000185885.1	937773	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, Staphylococcus pseudintermedius HKU10-03
GCF_000195755.1	882	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, Desulfovibrio vulgaris str. Hildenborough
GCF_000010625.1	449447	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Oscillatoriophycideae, Chroococcales, Microcystaceae, Microcystis, Microcystis aeruginosa NIES-843
GCF_000785515.1	1304	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus salivarius
GCF_000969905.1	1434123	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanosarcina, Methanosarcina vacuolata Z-761
GCF_000011225.1	272633	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Mycoplasma, Mycoplasma penetrans HF-2
